testing 1, 2, 3.
102,2020/3/2 12:46:51,69,98676.2
103,2020/3/2 12:46:53,69,98671.9
104,2020/3/2 12:46:55,69,98674.3
105,2020/3/2 12:46:57,69,98677.0
106,2020/3/2 12:46:59,69,98668.7
107,2020/3/2 12:47:1,69,98664.7
108,2020/3/2 12:47:3,69,98654.0
109,2020/3/2 12:47:5,69,98645.7
110,2020/3/2 12:47:7,69,98641.7
111,2020/3/2 12:47:9,69,98645.2
112,2020/3/2 12:47:11,69,98630.5
113,2020/3/2 12:47:13,69,98617.0
114,2020/3/2 12:47:15,69,98618.6
115,2020/3/2 12:47:17,69,98624.9
116,2020/3/2 12:47:19,69,98624.9
117,2020/3/2 12:47:21,69,98637.6
118,2020/3/2 12:47:23,70,98624.9
119,2020/3/2 12:47:25,70,98623.7
120,2020/3/2 12:47:27,70,98612.6
121,2020/3/2 12:47:29,70,98618.5
122,2020/3/2 12:47:31,70,98622.5
123,2020/3/2 12:47:33,70,98624.4
124,2020/3/2 12:47:35,70,98628.8
125,2020/3/2 12:47:37,70,98641.9
126,2020/3/2 12:47:39,70,98633.1
127,2020/3/2 12:47:41,70,98620.7
128,2020/3/2 12:47:43,70,98617.1
129,2020/3/2 12:47:45,70,98618.3
130,2020/3/2 12:47:47,70,98619.1
131,2020/3/2 12:47:49,70,98612.7
132,2020/3/2 12:47:51,70,98616.3
133,2020/3/2 12:47:53,70,98615.9
134,2020/3/2 12:47:55,70,98616.7
135,2020/3/2 12:47:57,70,98615.9
136,2020/3/2 12:47:59,70,98612.3
137,2020/3/2 12:48:1,70,98608.3
138,2020/3/2 12:48:4,70,98610.3
139,2020/3/2 12:48:6,70,98615.1
140,2020/3/2 12:48:8,70,98611.9
141,2020/3/2 12:48:10,70,98604.3
142,2020/3/2 12:48:12,70,98617.8
143,2020/3/2 12:48:14,70,98615.5
144,2020/3/2 12:48:16,70,98615.5
145,2020/3/2 12:48:18,70,98613.5
146,2020/3/2 12:48:20,70,98616.6
147,2020/3/2 12:48:22,70,98617.4
148,2020/3/2 12:48:24,70,98617.0
149,2020/3/2 12:48:26,70,98618.2
150,2020/3/2 12:48:28,70,98623.7
151,2020/3/2 12:48:30,70,98632.1
152,2020/3/2 12:48:32,70,98621.4
153,2020/3/2 12:48:34,70,98627.3
154,2020/3/2 12:48:36,71,98618.9
155,2020/3/2 12:48:38,71,98617.3
156,2020/3/2 12:48:40,71,98616.5
157,2020/3/2 12:48:42,71,98611.7
158,2020/3/2 12:48:44,71,98604.2
159,2020/3/2 12:48:46,71,98601.4
160,2020/3/2 12:48:48,71,98587.9
161,2020/3/2 12:48:50,71,98594.2
162,2020/3/2 12:48:52,71,98579.1
163,2020/3/2 12:48:54,71,98580.7
164,2020/3/2 12:48:56,71,98563.2
165,2020/3/2 12:48:58,71,98555.2
166,2020/3/2 12:49:0,71,98561.6
167,2020/3/2 12:49:2,71,98554.8
168,2020/3/2 12:49:4,71,98563.8
169,2020/3/2 12:49:6,71,98552.7
170,2020/3/2 12:49:8,71,98563.3
171,2020/3/2 12:49:10,71,98576.8
172,2020/3/2 12:49:12,71,98586.3
173,2020/3/2 12:49:14,71,98564.4
174,2020/3/2 12:49:16,71,98561.6
175,2020/3/2 12:49:19,71,98567.1
176,2020/3/2 12:49:21,72,98566.3
177,2020/3/2 12:49:23,72,98568.7
178,2020/3/2 12:49:25,72,98560.3
179,2020/3/2 12:49:27,72,98574.6
180,2020/3/2 12:49:29,72,98578.1
181,2020/3/2 12:49:31,72,98565.4
182,2020/3/2 12:49:33,72,98564.1
183,2020/3/2 12:49:35,72,98561.7
184,2020/3/2 12:49:37,72,98564.5
185,2020/3/2 12:49:39,72,98558.1
186,2020/3/2 12:49:41,72,98564.0
187,2020/3/2 12:49:43,72,98562.0
188,2020/3/2 12:49:45,72,98553.2
189,2020/3/2 12:49:47,72,98564.7
190,2020/3/2 12:49:49,72,98555.1
191,2020/3/2 12:49:51,72,98562.2
192,2020/3/2 12:49:53,72,98559.4
193,2020/3/2 12:49:55,72,98561.0
194,2020/3/2 12:49:57,72,98568.1
195,2020/3/2 12:49:59,73,98563.7
196,2020/3/2 12:50:1,73,98560.9
197,2020/3/2 12:50:3,72,98560.5
198,2020/3/2 12:50:5,73,98558.9
199,2020/3/2 12:50:7,72,98560.5
200,2020/3/2 12:50:9,72,98552.1
201,2020/3/2 12:50:11,72,98574.1
202,2020/3/2 12:50:13,72,98560.2
203,2020/3/2 12:50:15,72,98548.6
204,2020/3/2 12:50:17,72,98543.9
205,2020/3/2 12:50:19,72,98532.7
206,2020/3/2 12:50:21,72,98527.6
207,2020/3/2 12:50:23,72,98520.8
208,2020/3/2 12:50:25,72,98515.6
209,2020/3/2 12:50:27,72,98510.0
210,2020/3/2 12:50:29,73,98505.5
211,2020/3/2 12:50:31,73,98513.1
212,2020/3/2 12:50:34,73,98508.7
213,2020/3/2 12:50:36,73,98506.7
214,2020/3/2 12:50:38,73,98503.1
215,2020/3/2 12:50:40,73,98507.8
216,2020/3/2 12:50:42,73,98517.0
217,2020/3/2 12:50:44,73,98511.4
218,2020/3/2 12:50:46,73,98511.0
219,2020/3/2 12:50:48,73,98506.2
220,2020/3/2 12:50:50,73,98507.0
221,2020/3/2 12:50:52,73,98507.0
222,2020/3/2 12:50:54,73,98508.5
223,2020/3/2 12:50:56,73,98507.0
224,2020/3/2 12:50:58,73,98525.3
225,2020/3/2 12:51:0,73,98527.3
226,2020/3/2 12:51:2,73,98532.4
227,2020/3/2 12:51:4,73,98531.2
228,2020/3/2 12:51:6,73,98520.1
229,2020/3/2 12:51:8,73,98516.1
230,2020/3/2 12:51:10,73,98515.2
231,2020/3/2 12:51:12,73,98513.2
232,2020/3/2 12:51:14,73,98516.0
233,2020/3/2 12:51:16,73,98515.6
234,2020/3/2 12:51:18,73,98512.4
235,2020/3/2 12:51:20,73,98516.4
236,2020/3/2 12:51:22,73,98516.0
237,2020/3/2 12:51:24,73,98512.0
238,2020/3/2 12:51:26,73,98517.9
239,2020/3/2 12:51:28,73,98526.2
240,2020/3/2 12:51:30,73,98532.2
241,2020/3/2 12:51:32,73,98529.0
242,2020/3/2 12:51:34,73,98515.0
243,2020/3/2 12:51:36,73,98509.1
244,2020/3/2 12:51:38,73,98513.0
245,2020/3/2 12:51:40,73,98508.2
246,2020/3/2 12:51:42,73,98517.4
247,2020/3/2 12:51:44,73,98512.9
248,2020/3/2 12:51:46,73,98507.7
249,2020/3/2 12:51:48,73,98515.3
250,2020/3/2 12:51:51,73,98515.3
251,2020/3/2 12:51:53,73,98527.2
252,2020/3/2 12:51:55,73,98526.4
253,2020/3/2 12:51:57,73,98540.0
254,2020/3/2 12:51:59,73,98539.6
255,2020/3/2 12:52:1,73,98547.1
256,2020/3/2 12:52:3,73,98561.4
257,2020/3/2 12:52:5,73,98558.4
258,2020/3/2 12:52:7,73,98560.2
259,2020/3/2 12:52:9,73,98567.0
260,2020/3/2 12:52:11,73,98574.2
261,2020/3/2 12:52:13,73,98574.2
262,2020/3/2 12:52:15,73,98576.6
263,2020/3/2 12:52:17,73,98585.3
264,2020/3/2 12:52:19,73,98588.5
265,2020/3/2 12:52:21,73,98590.2
266,2020/3/2 12:52:23,73,98598.9
267,2020/3/2 12:52:25,73,98604.5
268,2020/3/2 12:52:27,73,98609.3
269,2020/3/2 12:52:29,73,98602.1
270,2020/3/2 12:52:31,73,98606.5
271,2020/3/2 12:52:33,73,98618.1
272,2020/3/2 12:52:35,73,98626.5
273,2020/3/2 12:52:37,73,98626.1
274,2020/3/2 12:52:39,73,98635.6
275,2020/3/2 12:52:41,73,98640.4
276,2020/3/2 12:52:43,73,98648.9
277,2020/3/2 12:52:45,73,98658.8
278,2020/3/2 12:52:47,73,98658.8
279,2020/3/2 12:52:49,73,98661.2
280,2020/3/2 12:52:51,73,98661.2
281,2020/3/2 12:52:53,73,98663.6
282,2020/3/2 12:52:55,73,98669.2
283,2020/3/2 12:52:57,73,98680.4
284,2020/3/2 12:52:59,73,98681.9
285,2020/3/2 12:53:1,73,98691.5
286,2020/3/2 12:53:3,73,98705.9
287,2020/3/2 12:53:6,73,98705.5
288,2020/3/2 12:53:8,73,98711.5
289,2020/3/2 12:53:10,73,98717.9
290,2020/3/2 12:53:12,73,98717.4
291,2020/3/2 12:53:14,73,98719.8
292,2020/3/2 12:53:16,73,98715.1
293,2020/3/2 12:53:18,73,98717.9
294,2020/3/2 12:53:20,73,98715.5
295,2020/3/2 12:53:22,73,98715.2
296,2020/3/2 12:53:24,73,98716.4
297,2020/3/2 12:53:26,73,98732.4
298,2020/3/2 12:53:28,73,98731.2
299,2020/3/2 12:53:30,73,98724.9
300,2020/3/2 12:53:32,73,98722.0
301,2020/3/2 12:53:34,73,98723.2
302,2020/3/2 12:53:36,73,98718.8
303,2020/3/2 12:53:38,73,98718.8
304,2020/3/2 12:53:40,73,98714.4
